Training_Model,Test_Category,Specific_Environment,Emotion_Class,Precision,Recall,F1_Score,Overall_Model_Accuracy
SVM_LINEAR_Clean,Raw_Noisy,White_-10dB,WEIGHTED AVG,0.12943043554928585,0.14018691588785046,0.04778336927869638,0.14018691588785046
SVM_LINEAR_Clean,Raw_Noisy,White_-5dB,Anger (W),0.0,0.0,0.0,0.1308411214953271
SVM_LINEAR_Clean,Raw_Noisy,White_-5dB,Boredom (L),0.0,0.0,0.0,0.1308411214953271
SVM_LINEAR_Clean,Raw_Noisy,White_-5dB,Disgust (E),0.0,0.0,0.0,0.1308411214953271
SVM_LINEAR_Clean,Raw_Noisy,White_-5dB,Anxiety/Fear (A),0.14,1.0,0.24561403508771928,0.1308411214953271
SVM_LINEAR_Clean,Raw_Noisy,White_-5dB,Happiness (F),0.0,0.0,0.0,0.1308411214953271
SVM_LINEAR_Clean,Raw_Noisy,White_-5dB,Sadness (T),0.0,0.0,0.0,0.1308411214953271
SVM_LINEAR_Clean,Raw_Noisy,White_-5dB,Neutral (N),0.0,0.0,0.0,0.1308411214953271
SVM_LINEAR_Clean,Raw_Noisy,White_-5dB,MACRO AVG,0.02,0.14285714285714285,0.03508771929824561,0.1308411214953271
SVM_LINEAR_Clean,Raw_Noisy,White_-5dB,WEIGHTED AVG,0.018317757009345795,0.1308411214953271,0.03213641580586982,0.1308411214953271
SVM_LINEAR_Clean,Raw_Noisy,White_0dB,Anger (W),1.0,0.23076923076923078,0.375,0.27102803738317754
SVM_LINEAR_Clean,Raw_Noisy,White_0dB,Boredom (L),0.2692307692307692,0.4375,0.3333333333333333,0.27102803738317754
SVM_LINEAR_Clean,Raw_Noisy,White_0dB,Disgust (E),0.1702127659574468,0.8888888888888888,0.2857142857142857,0.27102803738317754
SVM_LINEAR_Clean,Raw_Noisy,White_0dB,Anxiety/Fear (A),0.23076923076923078,0.42857142857142855,0.3,0.27102803738317754
SVM_LINEAR_Clean,Raw_Noisy,White_0dB,Happiness (F),0.0,0.0,0.0,0.27102803738317754
SVM_LINEAR_Clean,Raw_Noisy,White_0dB,Sadness (T),1.0,0.16666666666666666,0.2857142857142857,0.27102803738317754
SVM_LINEAR_Clean,Raw_Noisy,White_0dB,Neutral (N),0.0,0.0,0.0,0.27102803738317754
SVM_LINEAR_Clean,Raw_Noisy,White_0dB,MACRO AVG,0.38145896656534956,0.30748517355660215,0.2256802721088435,0.27102803738317754
SVM_LINEAR_Clean,Raw_Noisy,White_0dB,WEIGHTED AVG,0.43991006011288375,0.27102803738317754,0.23629283489096573,0.27102803738317754
SVM_LINEAR_Clean,Raw_Noisy,White_10dB,Anger (W),0.6774193548387096,0.8076923076923077,0.7368421052631579,0.4392523364485981
SVM_LINEAR_Clean,Raw_Noisy,White_10dB,Boredom (L),0.3333333333333333,0.1875,0.24,0.4392523364485981
SVM_LINEAR_Clean,Raw_Noisy,White_10dB,Disgust (E),0.2,0.7777777777777778,0.3181818181818182,0.4392523364485981
SVM_LINEAR_Clean,Raw_Noisy,White_10dB,Anxiety/Fear (A),0.45454545454545453,0.7142857142857143,0.5555555555555556,0.4392523364485981
SVM_LINEAR_Clean,Raw_Noisy,White_10dB,Happiness (F),0.3333333333333333,0.14285714285714285,0.2,0.4392523364485981
SVM_LINEAR_Clean,Raw_Noisy,White_10dB,Sadness (T),1.0,0.3333333333333333,0.5,0.4392523364485981
SVM_LINEAR_Clean,Raw_Noisy,White_10dB,Neutral (N),0.0,0.0,0.0,0.4392523364485981
SVM_LINEAR_Clean,Raw_Noisy,White_10dB,MACRO AVG,0.4283759251501187,0.4233494679923252,0.36436849700007595,0.4392523364485981
SVM_LINEAR_Clean,Raw_Noisy,White_10dB,WEIGHTED AVG,0.44650971578918514,0.4392523364485981,0.3966290549369742,0.4392523364485981
SVM_LINEAR_Clean,Raw_Noisy,White_15dB,Anger (W),0.7333333333333333,0.8461538461538461,0.7857142857142857,0.5046728971962616
SVM_LINEAR_Clean,Raw_Noisy,White_15dB,Boredom (L),0.45454545454545453,0.3125,0.37037037037037035,0.5046728971962616
SVM_LINEAR_Clean,Raw_Noisy,White_15dB,Disgust (E),0.35,0.7777777777777778,0.4827586206896552,0.5046728971962616
SVM_LINEAR_Clean,Raw_Noisy,White_15dB,Anxiety/Fear (A),0.41379310344827586,0.8571428571428571,0.5581395348837209,0.5046728971962616
SVM_LINEAR_Clean,Raw_Noisy,White_15dB,Happiness (F),0.3,0.21428571428571427,0.25,0.5046728971962616
SVM_LINEAR_Clean,Raw_Noisy,White_15dB,Sadness (T),0.8,0.3333333333333333,0.47058823529411764,0.5046728971962616
SVM_LINEAR_Clean,Raw_Noisy,White_15dB,Neutral (N),0.5,0.0625,0.1111111111111111,0.5046728971962616
SVM_LINEAR_Clean,Raw_Noisy,White_15dB,MACRO AVG,0.507381698761009,0.48624193267050414,0.432668879723323,0.5046728971962616
SVM_LINEAR_Clean,Raw_Noisy,White_15dB,WEIGHTED AVG,0.5334812839969141,0.5046728971962616,0.46203845822788353,0.5046728971962616
SVM_LINEAR_Clean,Raw_Noisy,White_5dB,Anger (W),0.84,0.8076923076923077,0.8235294117647058,0.4392523364485981
SVM_LINEAR_Clean,Raw_Noisy,White_5dB,Boredom (L),0.3076923076923077,0.25,0.27586206896551724,0.4392523364485981
SVM_LINEAR_Clean,Raw_Noisy,White_5dB,Disgust (E),0.20930232558139536,1.0,0.34615384615384615,0.4392523364485981
SVM_LINEAR_Clean,Raw_Noisy,White_5dB,Anxiety/Fear (A),0.42857142857142855,0.6428571428571429,0.5142857142857142,0.4392523364485981
SVM_LINEAR_Clean,Raw_Noisy,White_5dB,Happiness (F),0.5,0.07142857142857142,0.125,0.4392523364485981
SVM_LINEAR_Clean,Raw_Noisy,White_5dB,Sadness (T),1.0,0.25,0.4,0.4392523364485981
SVM_LINEAR_Clean,Raw_Noisy,White_5dB,Neutral (N),0.0,0.0,0.0,0.4392523364485981
SVM_LINEAR_Clean,Raw_Noisy,White_5dB,MACRO AVG,0.4693665802635903,0.4317111459968603,0.35497586302425477,0.4392523364485981
SVM_LINEAR_Clean,Raw_Noisy,White_5dB,WEIGHTED AVG,0.5013719425542942,0.4392523364485981,0.39898077032444157,0.4392523364485981
SVM_LINEAR_Clean,CTSP_Enhanced,Cafe_-10dB,Anger (W),0.3888888888888889,0.2692307692307692,0.3181818181818182,0.19626168224299065
SVM_LINEAR_Clean,CTSP_Enhanced,Cafe_-10dB,Boredom (L),0.2222222222222222,0.125,0.16,0.19626168224299065
SVM_LINEAR_Clean,CTSP_Enhanced,Cafe_-10dB,Disgust (E),0.12121212121212122,0.4444444444444444,0.19047619047619047,0.19626168224299065
SVM_LINEAR_Clean,CTSP_Enhanced,Cafe_-10dB,Anxiety/Fear (A),0.16666666666666666,0.5,0.25,0.19626168224299065
SVM_LINEAR_Clean,CTSP_Enhanced,Cafe_-10dB,Happiness (F),0.2,0.07142857142857142,0.10526315789473684,0.19626168224299065
SVM_LINEAR_Clean,CTSP_Enhanced,Cafe_-10dB,Sadness (T),0.0,0.0,0.0,0.19626168224299065
SVM_LINEAR_Clean,CTSP_Enhanced,Cafe_-10dB,Neutral (N),0.0,0.0,0.0,0.19626168224299065
SVM_LINEAR_Clean,CTSP_Enhanced,Cafe_-10dB,MACRO AVG,0.156998556998557,0.20144339787196927,0.14627445236467793,0.19626168224299065
SVM_LINEAR_Clean,CTSP_Enhanced,Cafe_-10dB,WEIGHTED AVG,0.1858963466440102,0.19626168224299065,0.16374483362186265,0.19626168224299065
SVM_LINEAR_Clean,CTSP_Enhanced,Cafe_-5dB,Anger (W),0.75,0.6923076923076923,0.72,0.308411214953271
SVM_LINEAR_Clean,CTSP_Enhanced,Cafe_-5dB,Boredom (L),0.0,0.0,0.0,0.308411214953271
SVM_LINEAR_Clean,CTSP_Enhanced,Cafe_-5dB,Disgust (E),0.17857142857142858,0.5555555555555556,0.2702702702702703,0.308411214953271
SVM_LINEAR_Clean,CTSP_Enhanced,Cafe_-5dB,Anxiety/Fear (A),0.21951219512195122,0.6428571428571429,0.32727272727272727,0.308411214953271
SVM_LINEAR_Clean,CTSP_Enhanced,Cafe_-5dB,Happiness (F),0.1111111111111111,0.07142857142857142,0.08695652173913043,0.308411214953271
SVM_LINEAR_Clean,CTSP_Enhanced,Cafe_-5dB,Sadness (T),0.0,0.0,0.0,0.308411214953271
SVM_LINEAR_Clean,CTSP_Enhanced,Cafe_-5dB,Neutral (N),0.0,0.0,0.0,0.308411214953271
SVM_LINEAR_Clean,CTSP_Enhanced,Cafe_-5dB,MACRO AVG,0.17988496211492727,0.28030699459270886,0.20064278846887543,0.308411214953271
SVM_LINEAR_Clean,CTSP_Enhanced,Cafe_-5dB,WEIGHTED AVG,0.24052214153650217,0.308411214953271,0.25188450391213496,0.308411214953271
SVM_LINEAR_Clean,CTSP_Enhanced,Cafe_0dB,Anger (W),0.45714285714285713,0.6153846153846154,0.5245901639344263,0.37383177570093457
SVM_LINEAR_Clean,CTSP_Enhanced,Cafe_0dB,Boredom (L),0.3333333333333333,0.125,0.18181818181818182,0.37383177570093457
SVM_LINEAR_Clean,CTSP_Enhanced,Cafe_0dB,Disgust (E),0.2857142857142857,0.6666666666666666,0.4,0.37383177570093457
SVM_LINEAR_Clean,CTSP_Enhanced,Cafe_0dB,Anxiety/Fear (A),0.3125,0.7142857142857143,0.43478260869565216,0.37383177570093457
SVM_LINEAR_Clean,CTSP_Enhanced,Cafe_0dB,Happiness (F),0.46153846153846156,0.42857142857142855,0.4444444444444444,0.37383177570093457
SVM_LINEAR_Clean,CTSP_Enhanced,Cafe_0dB,Sadness (T),0.0,0.0,0.0,0.37383177570093457
SVM_LINEAR_Clean,CTSP_Enhanced,Cafe_0dB,Neutral (N),0.0,0.0,0.0,0.37383177570093457
SVM_LINEAR_Clean,CTSP_Enhanced,Cafe_0dB,MACRO AVG,0.2643184196755625,0.36427263212977495,0.2836621998418149,0.37383177570093457
